銘柄名,銘柄コード,市場,弁済期限(いちにち),弁済期限(14日),弁済期限(無期限),売建可能数量[株],優待権利付き最終日,株主優待,特別空売り料[円],現在値[円],前日比[円],当日株価変動率[％],日中出来高増減率[％],ティック数,出来高[株],直近高値騰落率[％],貸借区分,逆日歩[円]
"アルプスアルパイン","6770","東証","○","-","○","10,800","-","無","0.00","1,782","-18","-0.94 %","-","1,739","830,700","-1.60 %","貸借","0.00"
"ローランドディー．ジー．","6789","東証","○","-","○","2,200","12/25","有","0.00","2,399","-13","-2.55 %","-","158","28,200","-2.55 %","貸借","0.00"
"フオスタ－電機","6794","東証","○","-","○","4,200","-","無","0.00","1,502","-11","-0.59 %","-","377","77,000","-2.02 %","貸借","0.05"
"ＳＭＫ","6798","東証","-","-","○","900","-","無","0.00","2,671","16","-1.25 %","-","86","19,200","-1.83 %","貸借","0.05"
"ホシデン","6804","東証","○","-","○","7,900","-","無","0.00","1,151","11","-3.27 %","-","2,478","993,400","-4.32 %","貸借","0.05"
"ヒロセ電機","6806","東証","-","-","○","29,100","-","無","0.00","11,840","-10","-0.42 %","-","383","81,400","-1.41 %","貸借","0.20"
"日本航空電子","6807","東証","-","-","○","52,200","-","無","0.00","1,517","-6","-0.32 %","-","818","251,800","-1.49 %","貸借","0.00"
"ＴＯＡ","6809","東証","-","-","○","23,300","-","無","0.00","1,293","-19","-1.44 %","-","88","18,700","-3.00 %","貸借","0.00"
"マクセルホールディングス","6810","東証","-","-","○","100","-","無","0.00","1,679","-105","-5.46 %","-","6,940","6,689,000","-6.77 %","貸借","0.00"
"古野電気","6814","東証","○","-","○","3,900","-","無","0.00","990","9","0.71 %","-","415","83,900","-0.80 %","貸借","0.00"
"アイコム","6820","東証","-","-","○","11,800","09/25","有","0.00","2,351","13","0.55 %","-","200","27,400","-1.46 %","貸借","0.00"
"横河電機","6841","東証","-","-","○","279,900","-","無","0.00","2,102","-15","-0.66 %","-","1,241","511,100","-1.91 %","貸借","0.05"
"新電元工業","6844","東証","-","-","○","4,200","-","無","0.00","3,575","-25","-2.18 %","-","212","33,800","-4.02 %","貸借","0.00"
"アズビル","6845","東証","-","-","○","162,500","-","無","0.00","2,599","7","-0.03 %","-","1,648","360,500","-1.14 %","貸借","0.05"
"日本光電工業","6849","東証","-","-","○","131,300","-","無","0.00","2,913","-60","-1.58 %","-","1,010","257,200","-3.86 %","貸借","0.00"
"チノー","6850","東証","-","-","○","7,300","-","無","0.00","1,219","5","0.41 %","-","33","6,700","-1.61 %","貸借","0.00"
"共和電業","6853","東証","-","-","○","26,700","-","無","0.00","418","0","-0.23 %","-","18","6,900","-0.71 %","貸借","0.05"
"堀場製作所","6856","東証","○","-","○","1,000","-","無","0.00","5,430","-50","-2.33 %","-","661","242,400","-2.68 %","貸借","0.00"
"アドバンテスト","6857","東証","-","-","○","56,300","-","無","0.00","2,687","-60","-2.21 %","-","6,677","3,108,400","-2.82 %","貸借","0.00"
"エスペック","6859","東証","-","-","○","21,100","-","無","0.00","2,314","-5","1.04 %","-","342","56,300","-1.48 %","貸借","0.00"
"キーエンス","6861","東証","○","-","○","3,100","-","無","0.00","65,440","490","0.75 %","-","2,072","332,500","-0.28 %","貸借","0.00"
"日置電機","6866","東証","-","-","○","1,300","-","無","0.00","3,495","35","2.19 %","-","141","22,500","-0.56 %","信用","0.00"
"シスメックス","6869","東証","-","-","○","162,400","-","無","0.00","7,289","-22","-0.45 %","-","1,971","392,900","-3.17 %","貸借","0.15"
"ＯＢＡＲＡＧＲＯＵＰ","6877","東証","-","-","○","14,800","-","無","0.00","3,615","-100","-0.82 %","-","127","21,300","-3.60 %","貸借","0.00"
"デンソー","6902","東証","○","-","○","14,000","-","無","0.00","4,465","-36","-0.82 %","-","2,408","937,700","-1.04 %","貸借","0.00"
"千代田インテグレ","6915","東証","-","-","○","9,900","-","無","0.00","1,997","5","0.15 %","-","279","40,600","-3.57 %","貸借","0.00"
"レーザーテック","6920","東証","○","-","○","4,800","-","無","0.00","4,010","-35","-0.86 %","-","897","279,100","-2.90 %","貸借","0.00"
"スタンレー電気","6923","東証","○","-","○","900","-","無","0.00","2,553","-12","-0.42 %","-","1,210","354,400","-1.46 %","貸借","0.00"
"岩崎電気","6924","東証","-","-","○","9,300","-","無","0.00","1,306","15","0.00 %","-","45","7,300","-0.38 %","貸借","0.00"
"ウシオ電機","6925","東証","-","-","○","151,200","-","無","0.00","1,370","-11","-0.21 %","-","1,060","316,200","-2.21 %","貸借","0.00"
"日本セラミック","6929","東証","-","-","○","3,400","-","無","0.00","2,775","4","0.43 %","-","465","82,200","-1.03 %","貸借","0.00"
"図研","6947","東証","-","-","○","15,800","-","無","0.00","1,681","32","1.87 %","-","348","56,600","-1.98 %","貸借","0.00"
"日本電子","6951","東証","-","-","○","22,700","-","無","0.00","2,357","-37","-1.54 %","-","1,135","203,500","-5.26 %","貸借","0.05"
"カシオ","6952","東証","○","-","○","1,300","-","無","0.00","1,348","2","0.37 %","-","2,577","1,273,500","-1.53 %","貸借","0.00"
"ファナック","6954","東証","○","-","○","5,300","-","無","0.00","19,725","-315","-0.45 %","-","2,909","782,900","-2.35 %","貸借","0.35"
"ローム","6963","東証","○","-","○","7,600","-","無","0.00","6,720","-230","-0.88 %","-","2,433","1,100,900","-4.81 %","貸借","0.00"
"浜松ホトニクス","6965","東証","○","-","○","2,500","-","無","0.00","4,175","15","0.96 %","-","527","242,200","-0.83 %","貸借","0.00"
"新光電気工業","6967","東証","-","-","○","58,600","09/25","有","0.00","885","-25","-1.66 %","-","1,219","503,400","-4.73 %","貸借","0.05"
"京セラ","6971","東証","○","-","○","3,800","09/25","有","0.00","6,976","-77","0.02 %","-","2,560","853,900","-1.81 %","貸借","0.15"
"太陽誘電","6976","東証","○","-","○","8,400","-","無","0.00","1,855","-16","-1.27 %","-","5,968","3,864,600","-3.38 %","貸借","0.00"
"村田製作所","6981","東証","○","-","○","54,700","-","無","0.00","4,650","-22","-0.97 %","-","7,674","2,887,900","-3.26 %","貸借","0.00"
"双葉電子工業","6986","東証","-","-","○","37,100","-","無","0.00","1,380","-15","-0.71 %","-","331","72,400","-1.56 %","貸借","0.00"
"日東電工","6988","東証","○","-","○","9,900","-","無","0.00","5,238","-39","-1.15 %","-","1,909","556,900","-1.43 %","貸借","0.00"
"北陸電気工業","6989","東証","○","-","○","1,400","-","無","0.00","952","-17","0.10 %","-","19","8,300","-2.55 %","貸借","0.00"
"東海理化電機","6995","東証","-","-","○","63,800","-","無","0.00","1,731","-8","-0.17 %","-","851","210,800","-0.97 %","貸借","0.05"
"ニチコン","6996","東証","-","-","○","53,800","-","無","0.00","831","-1","-1.88 %","-","690","251,600","-2.69 %","貸借","0.00"
"日本ケミコン","6997","東証","○","-","○","2,100","-","無","0.00","1,495","-30","-2.03 %","-","519","133,500","-5.01 %","貸借","0.00"
"ＫＯＡ","6999","東証","○","-","○","3,200","-","無","0.00","1,332","-19","-0.07 %","-","963","193,900","-4.51 %","貸借","0.00"
"三井Ｅ＆ＳＨＤ","7003","東証","-","-","○","46,200","-","無","0.00","976","0","-0.81 %","-","812","375,300","-2.10 %","貸借","0.00"
"日立造船","7004","東証","-","-","○","11,800","-","無","0.00","388","20","3.74 %","-","2,195","4,260,400","-0.76 %","貸借","0.00"
"三菱重工業","7011","東証","○","-","○","20,000","-","無","0.00","4,807","57","1.15 %","-","4,158","1,454,700","-0.59 %","貸借","0.10"
"川崎重工業","7012","東証","○","-","○","16,700","-","無","0.00","2,501","20","0.84 %","-","2,142","793,600","-2.22 %","貸借","0.00"
"ＩＨＩ","7013","東証","○","-","○","12,500","-","無","0.00","2,556","-30","-1.16 %","-","2,356","974,100","-3.36 %","貸借","0.00"
"名村造船所","7014","東証","-","-","○","76,100","-","無","0.00","301","-12","-3.83 %","-","350","220,900","-5.04 %","貸借","0.00"
"三菱ロジスネクスト","7105","東証","-","-","○","20,700","03/26","有","0.00","1,157","-20","-1.86 %","-","226","53,500","-4.06 %","貸借","0.05"
"じもとホールディングス","7161","東証","-","-","○","56,300","-","無","0.00","97","0","0.00 %","-","99","376,900","-2.02 %","貸借","0.00"
"全国保証","7164","東証","○","-","○","1,000","09/25","有","0.00","4,040","-95","-1.70 %","-","933","244,200","-5.71 %","貸借","0.00"
"めぶきフィナンシャルＧ","7167","東証","○","-","○","28,100","03/26","有","0.00","272","-3","-1.44 %","-","760","2,100,600","-1.80 %","貸借","0.00"
"東京きらぼしＦＧ","7173","東証","-","-","○","27,600","03/26","有","0.00","1,630","-21","-0.06 %","-","219","37,000","-2.51 %","貸借","0.05"
"九州フィナンシャルＧ","7180","東証","-","-","○","346,600","-","無","0.00","425","2","-0.23 %","-","948","1,630,100","-1.39 %","貸借","0.00"
"ゆうちょ銀行","7182","東証","○","-","○","65,900","-","無","0.00","1,087","4","0.74 %","-","1,351","1,598,300","-0.54 %","貸借","0.00"
"コンコルディア・フィナンシャル","7186","東証","○","-","○","11,200","03/26","有","0.00","395","-4","-0.50 %","-","1,413","3,399,500","-1.98 %","貸借","0.00"
"西日本フィナンシャルＨＤ","7189","東証","-","-","○","149,200","-","無","0.00","754","-5","-0.65 %","-","1,048","352,600","-3.20 %","貸借","0.00"
"日産自動車","7201","東証","○","-","○","262,200","09/25","有","0.00","764.3","-2.2","-0.61 %","-","8,885","7,927,000","-1.08 %","貸借","0.00"
"いすゞ自動車","7202","東証","○","-","○","9,300","-","無","0.00","1,217.0","-3.5","-0.16 %","-","2,935","1,527,000","-1.05 %","貸借","0.00"
"トヨタ自動車","7203","東証","-","-","○","446,400","-","無","0.00","6,651","-42","0.27 %","-","5,925","3,541,700","-1.56 %","貸借","0.15"
"日野自動車","7205","東証","○","-","○","8,700","-","無","0.00","897","-1","-0.55 %","-","1,154","899,400","-1.10 %","貸借","0.00"
"三菱自動車工業","7211","東証","-","-","○","668,500","-","無","0.00","510","0","0.00 %","-","1,663","2,707,400","-0.58 %","貸借","0.00"
"武蔵精密工業","7220","東証","-","-","○","38,700","-","無","0.00","1,349","1","1.04 %","-","539","117,500","-1.53 %","貸借","0.00"
"日産車体","7222","東証","-","-","○","49,900","-","無","0.00","1,028","8","0.48 %","-","354","81,400","-1.72 %","貸借","0.05"
"新明和工業","7224","東証","○","-","○","2,000","-","無","0.00","1,361","11","0.22 %","-","919","496,500","-1.23 %","貸借","0.05"
"極東開発工業","7226","東証","-","-","○","48,000","-","無","0.00","1,313","-30","-0.98 %","-","233","54,700","-4.30 %","貸借","0.00"
"日信工業","7230","東証","○","-","○","5,800","09/25","有","0.00","1,489","6","-1.12 %","-","1,363","329,800","-2.03 %","貸借","0.05"
"トピー工業","7231","東証","-","-","○","18,800","09/25","有","0.00","2,464","-10","-1.04 %","-","404","67,100","-2.10 %","貸借","0.05"
"ティラド","7236","東証","-","-","○","7,300","03/26","有","0.00","1,924","-18","-1.63 %","-","104","17,400","-3.75 %","貸借","0.00"
"タチエス","7239","東証","-","-","○","33,400","03/26","有","0.00","1,356","-8","-0.07 %","-","431","77,300","-1.88 %","貸借","0.05"
"フタバ産業","7241","東証","-","-","○","58,500","-","無","0.00","557","-6","-0.35 %","-","478","156,800","-2.10 %","貸借","0.00"
"ＫＹＢ","7242","東証","○","-","○","2,300","-","無","0.00","2,917","-53","-2.08 %","-","551","124,800","-3.41 %","貸借","0.05"
"市光工業","7244","東証","-","-","○","7,100","-","無","0.00","668","-27","-4.29 %","-","1,554","706,300","-5.38 %","貸借","0.05"
"プレス工業","7246","東証","-","-","○","126,700","-","無","0.00","470","-6","-2.08 %","-","522","251,300","-2.28 %","貸借","0.00"
"太平洋工業","7250","東証","-","-","○","50,200","-","無","0.00","1,499","-38","-1.38 %","-","528","101,700","-3.04 %","貸借","0.00"
"ケーヒン","7251","東証","-","-","○","50,700","-","無","0.00","1,505","-15","0.33 %","-","650","176,800","-1.44 %","貸借","0.05"
"アイシン精機","7259","東証","○","-","○","4,000","-","無","0.00","3,610","-15","-0.96 %","-","1,093","469,600","-1.36 %","貸借","0.00"
"マツダ","7261","東証","○","-","○","109,500","-","無","0.00","1,106.5","-13.0","-0.62 %","-","3,320","3,532,700","-1.77 %","貸借","0.00"
"今仙電機製作所","7266","東証","-","-","○","6,500","-","無","0.00","920","-5","-1.18 %","-","111","18,900","-1.39 %","貸借","0.00"
"スズキ","7269","東証","-","-","○","105,000","03/26","有","0.00","4,947","-15","-0.16 %","-","5,798","2,062,600","-4.22 %","貸借","0.00"
"ＳＵＢＡＲＵ","7270","東証","○","-","○","65,900","-","無","0.00","2,516.0","-16.5","0.05 %","-","4,443","1,803,500","-1.35 %","貸借","0.00"
"ショーワ","7274","東証","-","-","○","63,000","-","無","0.00","1,394","-61","-3.19 %","-","1,620","409,700","-4.71 %","貸借","0.05"
"小糸製作所","7276","東証","-","-","○","40,000","-","無","0.00","5,500","-30","-0.90 %","-","857","335,700","-2.65 %","貸借","0.00"
"エクセディ","7278","東証","○","-","○","2,300","03/26","有","0.00","2,120","-89","-2.07 %","-","1,154","240,500","-4.46 %","貸借","0.00"
"豊田合成","7282","東証","-","-","○","25,300","-","無","0.00","2,044","14","-0.24 %","-","1,850","538,100","-0.92 %","貸借","0.00"
"愛三工業","7283","東証","-","-","○","39,000","-","無","0.00","665","-4","0.60 %","-","235","67,100","-3.48 %","貸借","0.00"
"日本精機","7287","東証","○","-","○","100","-","無","0.00","1,767","35","3.21 %","-","141","20,800","-0.95 %","貸借","0.00"
"エフ・シー・シー","7296","東証","-","-","○","41,000","09/25","有","0.00","2,227","-28","-0.49 %","-","480","83,700","-1.54 %","貸借","0.00"
"シマノ","7309","東証","○","-","○","500","-","無","0.00","16,250","-180","0.24 %","-","585","140,700","-1.75 %","貸借","0.00"
